Textbox15,Textbox4,Textbox10
19/05/2020 a 25/05/2020,Pessoa jurídica - Capital de giro com prazo superior a 365 dias,Pré-fixado

POSICAO,IF_NM,TAXAS_MENSAIS,TAXAS_ANUAIS
1,BCO BMG S.A.,"   0,50","     6,17"
2,BANCOOB,"   0,65","     8,09"
3,INTESA SANPAOLO BRASIL S.A. BM,"   0,68","     8,50"
4,BCO ALFA S.A.,"   0,81","    10,20"
5,BCO CATERPILLAR S.A.,"   0,83","    10,39"
6,AMAGGI S.A. CFI,"   0,83","    10,47"
7,BCO DO BRASIL S.A.,"   0,90","    11,41"
8,BCO MERCANTIL DO BRASIL S.A.,"   0,94","    11,93"
9,BCO SOFISA S.A.,"   0,97","    12,25"
10,BRB - BCO DE BRASILIA S.A.,"   0,98","    12,40"
11,BCO RIBEIRAO PRETO S.A.,"   1,01","    12,85"
12,BCO DO NORDESTE DO BRASIL S.A.,"   1,04","    13,16"
13,BCO VOLVO BRASIL S.A.,"   1,04","    13,24"
14,CAIXA ECONOMICA FEDERAL,"   1,15","    14,77"
15,BCO GUANABARA S.A.,"   1,16","    14,78"
16,ITAÚ UNIBANCO S.A.,"   1,19","    15,25"
17,BCO DO EST. DO PA S.A.,"   1,24","    15,99"
18,BCO INDUSTRIAL DO BRASIL S.A.,"   1,29","    16,65"
19,BCO DES. DE MG S.A.,"   1,30","    16,73"
20,BRK S.A. CFI,"   1,30","    16,77"
21,BCO SANTANDER (BRASIL) S.A.,"   1,32","    16,97"
22,BCO DA AMAZONIA S.A.,"   1,35","    17,45"
23,BCO DAYCOVAL S.A,"   1,38","    17,82"
24,BCO SAFRA S.A.,"   1,38","    17,94"
25,BCO DO EST. DE SE S.A.,"   1,43","    18,54"
26,FACTA S.A. CFI,"   1,46","    19,04"
27,BANCO RANDON S.A.,"   1,55","    20,27"
28,BCO BRADESCO S.A.,"   1,59","    20,84"
29,BCO TRICURY S.A.,"   1,70","    22,42"
30,BCO MAXINVEST S.A.,"   1,70","    22,42"
31,PARANA BCO S.A.,"   1,70","    22,42"
32,BCO TRIANGULO S.A.,"   1,84","    24,44"
33,PORTOCRED S.A. - CFI,"   2,00","    26,82"
34,BCO DO ESTADO DO RS S.A.,"   2,06","    27,66"
35,BCO BANESTES S.A.,"   2,63","    36,54"
36,PORTOSEG S.A. CFI,"   2,71","    37,87"
37,BANCO TOPÁZIO S.A.,"   3,05","    43,33"
38,BCO RENDIMENTO S.A.,"   4,00","    60,10"

