Textbox15,Textbox4,Textbox10
18/05/2020 a 22/05/2020,Pessoa física - Crédito pessoal não-consignado,Pré-fixado

POSICAO,IF_NM,TAXAS_MENSAIS,TAXAS_ANUAIS
1,BCO SAFRA S.A.,"   0,78","     9,81"
2,BCO PINE S.A.,"   1,00","    12,68"
3,BCO ANDBANK S.A.,"   1,06","    13,50"
4,BCO RENDIMENTO S.A.,"   1,13","    14,46"
5,BCO TRICURY S.A.,"   1,20","    15,39"
6,BCO VOLVO BRASIL S.A.,"   1,35","    17,40"
7,BCO TOYOTA DO BRASIL S.A.,"   1,50","    19,56"
8,ITAÚ UNIBANCO S.A.,"   1,52","    19,77"
9,BCO DA AMAZONIA S.A.,"   1,70","    22,45"
10,BANCO INTER,"   1,75","    23,19"
11,BCO MÁXIMA S.A.,"   1,90","    25,30"
12,BCO A.J. RENNER S.A.,"   1,98","    26,47"
13,BANCO INBURSA,"   2,20","    29,83"
14,BCO DO EST. DE SE S.A.,"   2,27","    30,85"
15,SANTANA S.A. - CFI,"   2,37","    32,51"
16,BCO DO NORDESTE DO BRASIL S.A.,"   2,61","    36,22"
17,CREDITÁ S.A. CFI,"   2,63","    36,50"
18,BCO SANTANDER (BRASIL) S.A.,"   2,86","    40,31"
19,SIMPALA S.A. CFI,"   2,87","    40,35"
20,FINANC ALFA S.A. CFI,"   2,92","    41,33"
21,BRB - BCO DE BRASILIA S.A.,"   2,94","    41,55"
22,SINOSSERRA S/A - SCFI,"   3,16","    45,33"
23,PORTOSEG S.A. CFI,"   3,22","    46,32"
24,BCO DO BRASIL S.A.,"   3,26","    46,88"
25,CAIXA ECONOMICA FEDERAL,"   3,31","    47,74"
26,SOCINAL S.A. CFI,"   3,50","    51,11"
27,AYMORÉ CFI S.A.,"   3,59","    52,69"
28,NU FINANCEIRA S.A. CFI,"   3,60","    52,85"
29,OMNI BANCO S.A.,"   3,70","    54,71"
30,BCO BANESTES S.A.,"   3,72","    54,95"
31,BANCO ORIGINAL,"   3,75","    55,46"
32,BCO DO EST. DO PA S.A.,"   3,78","    56,15"
33,BCO DO ESTADO DO RS S.A.,"   4,44","    68,42"
34,BCO BRADESCO S.A.,"   4,45","    68,61"
35,BV FINANCEIRA S.A. CFI,"   4,90","    77,56"
36,CENTROCRED S.A. CFI,"   5,55","    91,21"
37,SOROCRED CFI S.A.,"   5,76","    95,90"
38,OMNI SA CFI,"   5,81","    96,85"
39,BCO LOSANGO S.A.,"   6,09","   103,28"
40,BANCO DIGIO,"   6,51","   113,18"
41,ZEMA CFI S/A,"   7,88","   148,45"
42,KREDILIG S.A. - CFI,"   8,23","   158,32"
43,GOLCRED S/A - CFI,"   8,51","   166,33"
44,BECKER FINANCEIRA SA - CFI,"   8,56","   168,00"
45,BCO MERCANTIL DO BRASIL S.A.,"   9,07","   183,30"
46,FINAMAX S.A. CFI,"   9,14","   185,60"
47,HS FINANCEIRA,"   9,70","   203,67"
48,SAX S.A. CFI,"   9,74","   205,05"
49,GAZINCRED S.A. SCFI,"  10,35","   226,16"
50,SENFF S.A. - CFI,"  10,61","   235,30"
51,PORTOCRED S.A. - CFI,"  10,74","   240,28"
52,BANCO TOPÁZIO S.A.,"  11,35","   263,42"
53,CREDIARE CFI S.A.,"  11,59","   272,63"
54,BANCO SEMEAR,"  12,06","   292,18"
55,VIA CERTA FINANCIADORA S.A. - CFI,"  12,07","   292,52"
56,LEBES FINANCEIRA CFI SA,"  12,44","   308,33"
57,BCO DAYCOVAL S.A,"  13,23","   344,19"
58,REALIZE CFI S.A.,"  13,32","   348,38"
59,LECCA CFI S.A.,"  13,42","   353,20"
60,NEGRESCO S.A. - CFI,"  13,53","   358,69"
61,BCO AGIBANK S.A.,"  13,79","   371,49"
62,AGORACRED S/A SCFI,"  14,94","   431,95"
63,BANCOSEGURO S.A.,"  17,37","   583,70"
64,BCO BMG S.A.,"  19,69","   764,75"
65,FACTA S.A. CFI,"  20,55","   842,06"
66,CREFISA S.A. CFI,"  21,58","   943,43"
67,JBCRED S.A. SCFI,"  25,22"," 1.386,19"

