Textbox15,Textbox4,Textbox10
21/05/2020 a 27/05/2020,Pessoa jurídica - Capital de giro com prazo superior a 365 dias,Pré-fixado

POSICAO,IF_NM,TAXAS_MENSAIS,TAXAS_ANUAIS
1,BCO SUMITOMO MITSUI BRASIL S.A.,"   0,52","     6,45"
2,BANCOOB,"   0,60","     7,45"
3,BCO CITIBANK S.A.,"   0,76","     9,50"
4,BCO SOCIETE GENERALE BRASIL,"   0,78","     9,80"
5,BCO CATERPILLAR S.A.,"   0,89","    11,26"
6,BCO C6 S.A.,"   0,90","    11,35"
7,BCO DO BRASIL S.A.,"   1,00","    12,63"
8,BRB - BCO DE BRASILIA S.A.,"   1,00","    12,70"
9,BCO DO NORDESTE DO BRASIL S.A.,"   1,04","    13,16"
10,BCO VOLVO BRASIL S.A.,"   1,06","    13,47"
11,BCO GUANABARA S.A.,"   1,14","    14,51"
12,CAIXA ECONOMICA FEDERAL,"   1,14","    14,62"
13,ITAÚ UNIBANCO S.A.,"   1,15","    14,76"
14,BCO INDUSTRIAL DO BRASIL S.A.,"   1,20","    15,41"
15,BCO BMG S.A.,"   1,21","    15,47"
16,BCO SANTANDER (BRASIL) S.A.,"   1,22","    15,72"
17,SANTANA S.A. - CFI,"   1,28","    16,42"
18,BCO DES. DE MG S.A.,"   1,29","    16,66"
19,BCO DA AMAZONIA S.A.,"   1,30","    16,73"
20,BRK S.A. CFI,"   1,30","    16,77"
21,BCO DAYCOVAL S.A,"   1,35","    17,50"
22,BCO DO EST. DE SE S.A.,"   1,38","    17,92"
23,BCO DO EST. DO PA S.A.,"   1,39","    18,00"
24,FACTA S.A. CFI,"   1,41","    18,32"
25,BCO RIBEIRAO PRETO S.A.,"   1,47","    19,19"
26,BCO SOFISA S.A.,"   1,50","    19,56"
27,BCO MERCANTIL DO BRASIL S.A.,"   1,51","    19,69"
28,BANCO RANDON S.A.,"   1,55","    20,27"
29,BCO BRADESCO S.A.,"   1,58","    20,66"
30,BCO SAFRA S.A.,"   1,67","    22,00"
31,BCO MAXINVEST S.A.,"   1,69","    22,22"
32,BCO TRICURY S.A.,"   1,70","    22,42"
33,CARUANA SCFI,"   1,70","    22,42"
34,BCO TRIANGULO S.A.,"   1,75","    23,14"
35,PORTOCRED S.A. - CFI,"   2,00","    26,82"
36,AMAGGI S.A. CFI,"   2,01","    26,97"
37,BCO DO ESTADO DO RS S.A.,"   2,03","    27,31"
38,BCO BANESTES S.A.,"   2,62","    36,33"
39,PORTOSEG S.A. CFI,"   2,83","    39,72"
40,SOCINAL S.A. CFI,"   3,00","    42,58"
41,OMNI BANCO S.A.,"   3,24","    46,59"
42,BANCO TOPÁZIO S.A.,"   3,29","    47,39"
43,OMNI SA CFI,"   3,61","    53,05"

