Textbox15,Textbox4,Textbox10
08/05/2020 a 14/05/2020,Pessoa jurídica - Capital de giro com prazo superior a 365 dias,Pré-fixado

POSICAO,IF_NM,TAXAS_MENSAIS,TAXAS_ANUAIS
1,BCO BMG S.A.,"   0,50","     6,17"
2,BCO ABC BRASIL S.A.,"   0,62","     7,71"
3,COMMERZBANK BRASIL S.A. - BCO MÚLTIPLO,"   0,65","     8,04"
4,SOROCRED CFI S.A.,"   0,65","     8,08"
5,BANCOOB,"   0,75","     9,33"
6,BCO SOCIETE GENERALE BRASIL,"   0,78","     9,81"
7,BCO ALFA DE INVESTIMENTO S.A.,"   0,81","    10,20"
8,BCO DO BRASIL S.A.,"   0,89","    11,21"
9,BRB - BCO DE BRASILIA S.A.,"   0,95","    11,96"
10,BCO VOLVO BRASIL S.A.,"   1,06","    13,51"
11,CAIXA ECONOMICA FEDERAL,"   1,10","    14,01"
12,BCO TRIANGULO S.A.,"   1,11","    14,14"
13,BCO INDUSTRIAL DO BRASIL S.A.,"   1,11","    14,20"
14,BCO DAYCOVAL S.A,"   1,12","    14,35"
15,BCO DO NORDESTE DO BRASIL S.A.,"   1,15","    14,67"
16,ITAÚ UNIBANCO S.A.,"   1,20","    15,35"
17,BCO DO EST. DO PA S.A.,"   1,28","    16,48"
18,BCO SAFRA S.A.,"   1,29","    16,64"
19,BCO DES. DE MG S.A.,"   1,29","    16,67"
20,BCO ARBI S.A.,"   1,35","    17,46"
21,BCO GUANABARA S.A.,"   1,35","    17,52"
22,BCO DA AMAZONIA S.A.,"   1,39","    18,03"
23,SANTINVEST S.A. - CFI,"   1,40","    18,16"
24,BCO SANTANDER (BRASIL) S.A.,"   1,44","    18,78"
25,BCO DO EST. DE SE S.A.,"   1,45","    18,91"
26,BCO SOFISA S.A.,"   1,50","    19,56"
27,BCO RIBEIRAO PRETO S.A.,"   1,50","    19,56"
28,FACTA S.A. CFI,"   1,57","    20,55"
29,BCO MAXINVEST S.A.,"   1,62","    21,29"
30,SENFF S.A. - CFI,"   1,63","    21,41"
31,BCO DO ESTADO DO RS S.A.,"   1,65","    21,70"
32,BCO BRADESCO S.A.,"   1,67","    22,02"
33,BCO PINE S.A.,"   1,69","    22,20"
34,BCO MERCANTIL DO BRASIL S.A.,"   1,69","    22,26"
35,BANCO SEMEAR,"   1,79","    23,68"
36,CARUANA SCFI,"   1,80","    23,87"
37,BCO BANESTES S.A.,"   1,83","    24,29"
38,GOLCRED S/A - CFI,"   2,01","    26,97"
39,SIMPALA S.A. CFI,"   2,19","    29,71"
40,PORTOSEG S.A. CFI,"   2,24","    30,45"
41,BANCO TOPÁZIO S.A.,"   2,55","    35,26"
42,SOCINAL S.A. CFI,"   2,60","    36,07"
43,VIA CERTA FINANCIADORA S.A. - CFI,"   3,44","    50,08"
44,OMNI BANCO S.A.,"   4,22","    64,22"

