Textbox15,Textbox4,Textbox10
05/05/2020 a 11/05/2020,Pessoa física - Crédito pessoal não-consignado,Pré-fixado

POSICAO,IF_NM,TAXAS_MENSAIS,TAXAS_ANUAIS
1,BANCOOB,"   0,75","     9,38"
2,BCO SAFRA S.A.,"   0,87","    10,93"
3,BCO ANDBANK S.A.,"   1,06","    13,47"
4,BCO INDUSCRED DE INVESTIM. S/A,"   1,31","    16,87"
5,BCO VOLVO BRASIL S.A.,"   1,36","    17,58"
6,BCO GUANABARA S.A.,"   1,63","    21,45"
7,BCO A.J. RENNER S.A.,"   1,81","    23,98"
8,BCO TRICURY S.A.,"   1,91","    25,55"
9,BCO DO EST. DE SE S.A.,"   1,92","    25,64"
10,BCO C6 S.A.,"   2,19","    29,66"
11,BCO DA AMAZONIA S.A.,"   2,56","    35,38"
12,BCO DO NORDESTE DO BRASIL S.A.,"   2,63","    36,60"
13,BANCO INBURSA,"   2,68","    37,39"
14,HS FINANCEIRA,"   2,83","    39,75"
15,ITAÚ UNIBANCO S.A.,"   2,87","    40,49"
16,SIMPALA S.A. CFI,"   2,97","    42,04"
17,PORTOSEG S.A. CFI,"   2,98","    42,32"
18,SANTANA S.A. - CFI,"   3,04","    43,24"
19,BCO SANTANDER (BRASIL) S.A.,"   3,13","    44,68"
20,CAIXA ECONOMICA FEDERAL,"   3,24","    46,63"
21,BCO DO BRASIL S.A.,"   3,32","    48,01"
22,BCO DO ESTADO DO RS S.A.,"   3,37","    48,76"
23,SINOSSERRA S/A - SCFI,"   3,46","    50,48"
24,BANCO ORIGINAL,"   3,51","    51,27"
25,NU FINANCEIRA S.A. CFI,"   3,55","    51,94"
26,AYMORÉ CFI S.A.,"   3,64","    53,58"
27,BCO DO EST. DO PA S.A.,"   3,90","    58,29"
28,OMNI SA CFI,"   4,00","    60,10"
29,BCO BANESTES S.A.,"   4,07","    61,41"
30,BRB - BCO DE BRASILIA S.A.,"   4,10","    61,93"
31,OMNI BANCO S.A.,"   4,15","    62,84"
32,FINANC ALFA S.A. CFI,"   4,26","    64,99"
33,BCO BRADESCO S.A.,"   4,74","    74,41"
34,BV FINANCEIRA S.A. CFI,"   4,90","    77,52"
35,CENTROCRED S.A. CFI,"   5,65","    93,31"
36,SOROCRED CFI S.A.,"   5,75","    95,62"
37,BCO LOSANGO S.A.,"   6,44","   111,59"
38,BANCO DIGIO,"   6,71","   117,94"
39,GOLCRED S/A - CFI,"   7,86","   147,93"
40,KREDILIG S.A. - CFI,"   7,95","   150,54"
41,ZEMA CFI S/A,"   8,49","   165,78"
42,FINAMAX S.A. CFI,"   8,63","   170,06"
43,BCO MERCANTIL DO BRASIL S.A.,"   8,88","   177,56"
44,GAZINCRED S.A. SCFI,"  10,18","   220,09"
45,SENFF S.A. - CFI,"  10,33","   225,42"
46,BANCO TOPÁZIO S.A.,"  11,12","   254,57"
47,CREDIARE CFI S.A.,"  11,75","   279,13"
48,PORTOCRED S.A. - CFI,"  11,84","   283,03"
49,BANCO SEMEAR,"  12,07","   292,50"
50,LEBES FINANCEIRA CFI SA,"  12,31","   302,82"
51,VIA CERTA FINANCIADORA S.A. - CFI,"  12,91","   329,15"
52,LECCA CFI S.A.,"  13,15","   340,20"
53,BCO AGIBANK S.A.,"  13,15","   340,55"
54,NEGRESCO S.A. - CFI,"  13,42","   353,13"
55,REALIZE CFI S.A.,"  13,94","   378,72"
56,AGORACRED S/A SCFI,"  16,03","   495,41"
57,BANCOSEGURO S.A.,"  16,72","   539,53"
58,FACTA S.A. CFI,"  18,85","   694,62"
59,BCO BMG S.A.,"  19,68","   763,10"
60,BCO DAYCOVAL S.A,"  19,91","   783,58"
61,CREFISA S.A. CFI,"  21,75","   960,84"
62,JBCRED S.A. SCFI,"  26,81"," 1.628,86"

