Textbox15,Textbox4,Textbox10
18/05/2020 a 22/05/2020,Pessoa jurídica - Capital de giro com prazo superior a 365 dias,Pré-fixado

POSICAO,IF_NM,TAXAS_MENSAIS,TAXAS_ANUAIS
1,BCO BMG S.A.,"   0,50","     6,17"
2,BANCOOB,"   0,65","     8,12"
3,INTESA SANPAOLO BRASIL S.A. BM,"   0,68","     8,50"
4,BCO SOCIETE GENERALE BRASIL,"   0,79","     9,90"
5,BCO ALFA S.A.,"   0,81","    10,20"
6,BCO CATERPILLAR S.A.,"   0,83","    10,39"
7,AMAGGI S.A. CFI,"   0,83","    10,47"
8,BCO DO BRASIL S.A.,"   0,91","    11,46"
9,BRB - BCO DE BRASILIA S.A.,"   0,97","    12,28"
10,BCO SOFISA S.A.,"   0,97","    12,30"
11,BCO MERCANTIL DO BRASIL S.A.,"   0,98","    12,39"
12,BCO RIBEIRAO PRETO S.A.,"   1,00","    12,72"
13,BCO DO NORDESTE DO BRASIL S.A.,"   1,06","    13,43"
14,BCO VOLVO BRASIL S.A.,"   1,07","    13,57"
15,BCO BS2 S.A.,"   1,10","    14,03"
16,BCO GUANABARA S.A.,"   1,16","    14,78"
17,BCO INDUSTRIAL DO BRASIL S.A.,"   1,17","    14,99"
18,CAIXA ECONOMICA FEDERAL,"   1,17","    15,00"
19,BCO SAFRA S.A.,"   1,20","    15,35"
20,ITAÚ UNIBANCO S.A.,"   1,21","    15,54"
21,BCO DO EST. DO PA S.A.,"   1,22","    15,72"
22,BCO DES. DE MG S.A.,"   1,29","    16,67"
23,BRK S.A. CFI,"   1,30","    16,77"
24,BCO SANTANDER (BRASIL) S.A.,"   1,36","    17,55"
25,BCO DA AMAZONIA S.A.,"   1,38","    17,84"
26,BCO DO EST. DE SE S.A.,"   1,43","    18,54"
27,FACTA S.A. CFI,"   1,46","    19,04"
28,BCO DAYCOVAL S.A,"   1,50","    19,58"
29,BANCO RANDON S.A.,"   1,55","    20,27"
30,BCO BRADESCO S.A.,"   1,59","    20,79"
31,BCO TRICURY S.A.,"   1,70","    22,42"
32,BCO MAXINVEST S.A.,"   1,70","    22,42"
33,PARANA BCO S.A.,"   1,70","    22,42"
34,SENFF S.A. - CFI,"   1,83","    24,32"
35,BCO TRIANGULO S.A.,"   1,84","    24,43"
36,PORTOCRED S.A. - CFI,"   2,00","    26,82"
37,BCO DO ESTADO DO RS S.A.,"   2,11","    28,43"
38,BCO BANESTES S.A.,"   2,66","    37,00"
39,PORTOSEG S.A. CFI,"   2,70","    37,63"
40,BANCO TOPÁZIO S.A.,"   3,12","    44,61"
41,BCO RENDIMENTO S.A.,"   4,00","    60,10"

