Textbox15,Textbox4,Textbox10
25/05/2020 a 29/05/2020,Pessoa jurídica - Capital de giro com prazo até 365 dias,Pré-fixado

POSICAO,IF_NM,TAXAS_MENSAIS,TAXAS_ANUAIS
1,BCO KEB HANA DO BRASIL S.A.,"   0,28","     3,42"
2,BCO SUMITOMO MITSUI BRASIL S.A.,"   0,34","     4,15"
3,BCO HONDA S.A.,"   0,43","     5,22"
4,BCO MUFG BRASIL S.A.,"   0,50","     6,22"
5,BANCOOB,"   0,53","     6,50"
6,BCO CITIBANK S.A.,"   0,56","     6,90"
7,BCO RABOBANK INTL BRASIL S.A.,"   0,62","     7,75"
8,BCO ABC BRASIL S.A.,"   0,66","     8,19"
9,BCO ALFA DE INVESTIMENTO S.A.,"   0,70","     8,71"
10,BANCO JOHN DEERE S.A.,"   0,72","     8,99"
11,BCO BOCOM BBM S.A.,"   0,72","     9,00"
12,BCO DO BRASIL S.A.,"   0,78","     9,77"
13,BCO BRADESCO S.A.,"   0,88","    11,08"
14,ITAÚ UNIBANCO S.A.,"   0,89","    11,21"
15,BCO FIBRA S.A.,"   0,91","    11,44"
16,BCO INDUSTRIAL DO BRASIL S.A.,"   1,00","    12,68"
17,BCO SANTANDER (BRASIL) S.A.,"   1,01","    12,85"
18,COMMERZBANK BRASIL S.A. - BCO MÚLTIPLO,"   1,08","    13,71"
19,BCO RIBEIRAO PRETO S.A.,"   1,10","    14,03"
20,BCO BS2 S.A.,"   1,10","    14,03"
21,BCO PINE S.A.,"   1,17","    14,98"
22,BCO VOLVO BRASIL S.A.,"   1,24","    15,95"
23,BCO DAYCOVAL S.A,"   1,26","    16,19"
24,BCO SOFISA S.A.,"   1,26","    16,27"
25,BCO DO EST. DE SE S.A.,"   1,30","    16,71"
26,BANCO PORTO REAL DE INVEST.S.A,"   1,30","    16,77"
27,AMAGGI S.A. CFI,"   1,31","    16,91"
28,BCO SAFRA S.A.,"   1,43","    18,56"
29,BCO INDUSCRED DE INVESTIM. S/A,"   1,46","    19,02"
30,BCO DO ESTADO DO RS S.A.,"   1,47","    19,07"
31,BANCO INBURSA,"   1,47","    19,12"
32,BCO TRIANGULO S.A.,"   1,48","    19,21"
33,BCO DO EST. DO PA S.A.,"   1,56","    20,35"
34,BANCO SEMEAR,"   1,61","    21,13"
35,BCO GUANABARA S.A.,"   1,70","    22,42"
36,BCO DA AMAZONIA S.A.,"   1,73","    22,87"
37,CAIXA ECONOMICA FEDERAL,"   1,74","    22,98"
38,BCO TRICURY S.A.,"   1,80","    23,87"
39,BCO RENDIMENTO S.A.,"   2,01","    27,02"
40,GOLCRED S/A - CFI,"   2,06","    27,73"
41,BRB - BCO DE BRASILIA S.A.,"   2,13","    28,83"
42,PORTOSEG S.A. CFI,"   2,49","    34,27"
43,BCO A.J. RENNER S.A.,"   2,50","    34,49"
44,SENFF S.A. - CFI,"   3,08","    43,87"
45,BANCO BTG PACTUAL S.A.,"   6,58","   114,84"
46,BANCO TOPÁZIO S.A.,"   6,79","   120,03"

