Textbox15,Textbox4,Textbox10
22/05/2020 a 28/05/2020,Pessoa física - Crédito pessoal não-consignado,Pré-fixado

POSICAO,IF_NM,TAXAS_MENSAIS,TAXAS_ANUAIS
1,BCO SAFRA S.A.,"   0,73","     9,08"
2,BCO ABC BRASIL S.A.,"   0,76","     9,50"
3,BCO PINE S.A.,"   1,00","    12,68"
4,BCO ANDBANK S.A.,"   1,06","    13,42"
5,BCO VOLVO BRASIL S.A.,"   1,21","    15,55"
6,BCO TRICURY S.A.,"   1,42","    18,39"
7,BCO ARBI S.A.,"   1,45","    18,86"
8,BCO TOYOTA DO BRASIL S.A.,"   1,50","    19,56"
9,BCO DA AMAZONIA S.A.,"   1,64","    21,49"
10,BANCO INBURSA,"   1,68","    22,11"
11,BANCO PAN,"   1,70","    22,41"
12,BCO C6 S.A.,"   2,00","    26,82"
13,CREDITÁ S.A. CFI,"   2,05","    27,62"
14,BCO A.J. RENNER S.A.,"   2,33","    31,78"
15,SANTANA S.A. - CFI,"   2,37","    32,48"
16,ITAÚ UNIBANCO S.A.,"   2,42","    33,26"
17,BCO DO EST. DE SE S.A.,"   2,46","    33,79"
18,FINANC ALFA S.A. CFI,"   2,57","    35,54"
19,BRB - BCO DE BRASILIA S.A.,"   2,68","    37,36"
20,BCO DO NORDESTE DO BRASIL S.A.,"   2,81","    39,52"
21,BCO SANTANDER (BRASIL) S.A.,"   2,82","    39,59"
22,SIMPALA S.A. CFI,"   2,83","    39,78"
23,CAIXA ECONOMICA FEDERAL,"   3,20","    45,97"
24,AYMORÉ CFI S.A.,"   3,22","    46,19"
25,BCO DO BRASIL S.A.,"   3,36","    48,67"
26,NU FINANCEIRA S.A. CFI,"   3,50","    51,14"
27,BCO DO EST. DO PA S.A.,"   3,66","    53,91"
28,PORTOSEG S.A. CFI,"   3,66","    54,01"
29,BANCO ORIGINAL,"   4,08","    61,55"
30,OMNI BANCO S.A.,"   4,08","    61,55"
31,BCO DO ESTADO DO RS S.A.,"   4,09","    61,70"
32,BCO BANESTES S.A.,"   4,21","    64,05"
33,BCO BRADESCO S.A.,"   4,22","    64,30"
34,BV FINANCEIRA S.A. CFI,"   4,87","    76,86"
35,OMNI SA CFI,"   4,99","    79,32"
36,BCO RENDIMENTO S.A.,"   5,00","    79,59"
37,CENTROCRED S.A. CFI,"   5,37","    87,24"
38,BCO LOSANGO S.A.,"   5,78","    96,30"
39,BANCO DIGIO,"   6,22","   106,33"
40,SOROCRED CFI S.A.,"   6,23","   106,63"
41,BCO DAYCOVAL S.A,"   7,47","   137,41"
42,ZEMA CFI S/A,"   7,53","   138,96"
43,FINAMAX S.A. CFI,"   8,25","   158,93"
44,KREDILIG S.A. - CFI,"   8,54","   167,21"
45,BECKER FINANCEIRA SA - CFI,"   8,58","   168,40"
46,GOLCRED S/A - CFI,"   8,94","   179,54"
47,BCO MERCANTIL DO BRASIL S.A.,"   9,11","   184,72"
48,HS FINANCEIRA,"   9,27","   189,83"
49,SAX S.A. CFI,"   9,89","   209,99"
50,PORTOCRED S.A. - CFI,"  10,22","   221,49"
51,SENFF S.A. - CFI,"  10,29","   223,96"
52,CREDIARE CFI S.A.,"  10,39","   227,57"
53,GAZINCRED S.A. SCFI,"  10,57","   234,01"
54,BANCO TOPÁZIO S.A.,"  11,01","   250,23"
55,VIA CERTA FINANCIADORA S.A. - CFI,"  11,92","   286,43"
56,BANCO SEMEAR,"  12,07","   292,46"
57,AGORACRED S/A SCFI,"  12,09","   293,49"
58,LEBES FINANCEIRA CFI SA,"  12,21","   298,51"
59,BCO AGIBANK S.A.,"  13,14","   340,15"
60,LECCA CFI S.A.,"  13,41","   352,83"
61,NEGRESCO S.A. - CFI,"  13,54","   359,05"
62,REALIZE CFI S.A.,"  13,58","   360,70"
63,BANCOSEGURO S.A.,"  17,46","   589,64"
64,BCO BMG S.A.,"  19,66","   761,69"
65,FACTA S.A. CFI,"  21,17","   902,09"
66,CREFISA S.A. CFI,"  21,57","   942,51"
67,JBCRED S.A. SCFI,"  25,69"," 1.454,22"

