Textbox15,Textbox4,Textbox10
20/05/2020 a 26/05/2020,Pessoa jurídica - Capital de giro com prazo superior a 365 dias,Pré-fixado

POSICAO,IF_NM,TAXAS_MENSAIS,TAXAS_ANUAIS
1,BCO BMG S.A.,"   0,50","     6,17"
2,BANCOOB,"   0,63","     7,85"
3,BCO SOCIETE GENERALE BRASIL,"   0,78","     9,80"
4,BCO ALFA S.A.,"   0,81","    10,20"
5,AMAGGI S.A. CFI,"   0,83","    10,47"
6,BCO CATERPILLAR S.A.,"   0,89","    11,26"
7,BCO C6 S.A.,"   0,90","    11,35"
8,BCO DO BRASIL S.A.,"   0,91","    11,54"
9,BCO SOFISA S.A.,"   0,94","    11,91"
10,BRB - BCO DE BRASILIA S.A.,"   0,97","    12,24"
11,BCO DO NORDESTE DO BRASIL S.A.,"   1,00","    12,74"
12,BCO VOLVO BRASIL S.A.,"   1,04","    13,17"
13,BCO GUANABARA S.A.,"   1,14","    14,51"
14,CAIXA ECONOMICA FEDERAL,"   1,15","    14,66"
15,ITAÚ UNIBANCO S.A.,"   1,19","    15,31"
16,BCO INDUSTRIAL DO BRASIL S.A.,"   1,22","    15,63"
17,BCO SANTANDER (BRASIL) S.A.,"   1,26","    16,22"
18,BCO DES. DE MG S.A.,"   1,30","    16,72"
19,BCO DA AMAZONIA S.A.,"   1,30","    16,77"
20,BRK S.A. CFI,"   1,30","    16,77"
21,BCO DAYCOVAL S.A,"   1,31","    16,96"
22,BCO DO EST. DE SE S.A.,"   1,35","    17,49"
23,BCO SAFRA S.A.,"   1,37","    17,70"
24,BCO DO EST. DO PA S.A.,"   1,38","    17,92"
25,FACTA S.A. CFI,"   1,41","    18,36"
26,BCO MERCANTIL DO BRASIL S.A.,"   1,51","    19,69"
27,BANCO RANDON S.A.,"   1,55","    20,27"
28,BCO BRADESCO S.A.,"   1,57","    20,51"
29,BCO TRICURY S.A.,"   1,70","    22,42"
30,CARUANA SCFI,"   1,70","    22,42"
31,BCO MAXINVEST S.A.,"   1,78","    23,57"
32,BCO RIBEIRAO PRETO S.A.,"   1,80","    23,91"
33,BCO TRIANGULO S.A.,"   1,83","    24,34"
34,PORTOCRED S.A. - CFI,"   2,00","    26,82"
35,BCO DO ESTADO DO RS S.A.,"   2,05","    27,56"
36,BCO BANESTES S.A.,"   2,57","    35,52"
37,PORTOSEG S.A. CFI,"   2,78","    38,91"
38,OMNI BANCO S.A.,"   3,24","    46,59"
39,BANCO TOPÁZIO S.A.,"   3,29","    47,39"
40,OMNI SA CFI,"   3,61","    53,05"

